

Epoch [1/100], Train Loss: 0.8055, Valid Loss: 0.8039
Epoch [68/150], Train Loss: 0.4538, Valid Loss: 0.3742
Epoch [69/150], Train Loss: 0.4479, Valid Loss: 0.3694
Epoch [70/150], Train Loss: 0.4431, Valid Loss: 0.3598
Epoch [71/150], Train Loss: 0.4390, Valid Loss: 0.3542
Epoch [72/150], Train Loss: 0.4349, Valid Loss: 0.3546
Epoch [73/150], Train Loss: 0.4318, Valid Loss: 0.3471
Epoch [74/150], Train Loss: 0.4257, Valid Loss: 0.3405
Epoch [75/150], Train Loss: 0.4244, Valid Loss: 0.3465
Epoch [76/150], Train Loss: 0.4219, Valid Loss: 0.3410
Epoch [77/150], Train Loss: 0.4178, Valid Loss: 0.3331
Epoch [78/150], Train Loss: 0.4147, Valid Loss: 0.3247
Epoch [79/150], Train Loss: 0.4097, Valid Loss: 0.3271
Epoch [80/150], Train Loss: 0.4044, Valid Loss: 0.3170
Epoch [81/150], Train Loss: 0.4028, Valid Loss: 0.3134
Epoch [82/150], Train Loss: 0.3993, Valid Loss: 0.3141
Epoch [83/150], Train Loss: 0.3959, Valid Loss: 0.3083
Epoch [84/150], Train Loss: 0.3915, Valid Loss: 0.3039
Epoch [85/150], Train Loss: 0.3904, Valid Loss: 0.3009
Epoch [86/150], Train Loss: 0.3902, Valid Loss: 0.2974
Epoch [87/150], Train Loss: 0.3847, Valid Loss: 0.3010
Epoch [88/150], Train Loss: 0.3812, Valid Loss: 0.2934
Epoch [89/150], Train Loss: 0.3777, Valid Loss: 0.2887
Epoch [90/150], Train Loss: 0.3751, Valid Loss: 0.2884
Epoch [91/150], Train Loss: 0.3736, Valid Loss: 0.2831
Epoch [92/150], Train Loss: 0.3698, Valid Loss: 0.2833
Epoch [93/150], Train Loss: 0.3692, Valid Loss: 0.2789
Epoch [94/150], Train Loss: 0.3657, Valid Loss: 0.2799
Epoch [95/150], Train Loss: 0.3627, Valid Loss: 0.2743
Epoch [96/150], Train Loss: 0.3606, Valid Loss: 0.2727
Epoch [97/150], Train Loss: 0.3580, Valid Loss: 0.2686
Epoch [98/150], Train Loss: 0.3583, Valid Loss: 0.2661
Epoch [99/150], Train Loss: 0.3560, Valid Loss: 0.2637
Epoch [100/150], Train Loss: 0.3544, Valid Loss: 0.2617
Epoch [101/150], Train Loss: 0.3504, Valid Loss: 0.2683
Epoch [102/150], Train Loss: 0.3484, Valid Loss: 0.2576
Epoch [103/150], Train Loss: 0.3459, Valid Loss: 0.2565
Epoch [104/150], Train Loss: 0.3472, Valid Loss: 0.2563
Epoch [105/150], Train Loss: 0.3446, Valid Loss: 0.2574
Epoch [106/150], Train Loss: 0.3397, Valid Loss: 0.2505
Epoch [107/150], Train Loss: 0.3400, Valid Loss: 0.2486
Epoch [108/150], Train Loss: 0.3371, Valid Loss: 0.2467
Epoch [109/150], Train Loss: 0.3359, Valid Loss: 0.2502
Epoch [110/150], Train Loss: 0.3334, Valid Loss: 0.2433
Epoch [111/150], Train Loss: 0.3318, Valid Loss: 0.2418
Epoch [112/150], Train Loss: 0.3303, Valid Loss: 0.2419
Epoch [113/150], Train Loss: 0.3276, Valid Loss: 0.2406
Epoch [114/150], Train Loss: 0.3265, Valid Loss: 0.2381
Epoch [115/150], Train Loss: 0.3287, Valid Loss: 0.2362
Epoch [116/150], Train Loss: 0.3256, Valid Loss: 0.2346
Epoch [117/150], Train Loss: 0.3231, Valid Loss: 0.2346
Epoch [118/150], Train Loss: 0.3206, Valid Loss: 0.2386
Epoch [119/150], Train Loss: 0.3195, Valid Loss: 0.2315
Epoch [120/150], Train Loss: 0.3206, Valid Loss: 0.2372
Epoch [121/150], Train Loss: 0.3145, Valid Loss: 0.2292
Epoch [122/150], Train Loss: 0.3187, Valid Loss: 0.2311
Epoch [123/150], Train Loss: 0.3128, Valid Loss: 0.2269
Epoch [124/150], Train Loss: 0.3146, Valid Loss: 0.2254
Epoch [125/150], Train Loss: 0.3111, Valid Loss: 0.2320
Epoch [126/150], Train Loss: 0.3119, Valid Loss: 0.2225
Epoch [127/150], Train Loss: 0.3089, Valid Loss: 0.2233
Epoch [128/150], Train Loss: 0.3074, Valid Loss: 0.2205
Epoch [129/150], Train Loss: 0.3060, Valid Loss: 0.2194
Epoch [130/150], Train Loss: 0.3052, Valid Loss: 0.2200
Epoch [131/150], Train Loss: 0.3034, Valid Loss: 0.2190
Epoch [132/150], Train Loss: 0.3021, Valid Loss: 0.2165
Epoch [133/150], Train Loss: 0.3009, Valid Loss: 0.2160
Epoch [134/150], Train Loss: 0.3012, Valid Loss: 0.2158
Epoch [135/150], Train Loss: 0.2984, Valid Loss: 0.2147
Epoch [136/150], Train Loss: 0.2958, Valid Loss: 0.2175
Epoch [137/150], Train Loss: 0.2979, Valid Loss: 0.2124
Epoch [138/150], Train Loss: 0.2951, Valid Loss: 0.2129
Epoch [139/150], Train Loss: 0.2968, Valid Loss: 0.2110
Epoch [140/150], Train Loss: 0.2944, Valid Loss: 0.2099
Epoch [141/150], Train Loss: 0.2931, Valid Loss: 0.2099
Epoch [142/150], Train Loss: 0.2928, Valid Loss: 0.2093
Epoch [143/150], Train Loss: 0.2910, Valid Loss: 0.2082
Epoch [144/150], Train Loss: 0.2911, Valid Loss: 0.2086
Epoch [145/150], Train Loss: 0.2909, Valid Loss: 0.2099
Epoch [146/150], Train Loss: 0.2935, Valid Loss: 0.2067
Epoch [147/150], Train Loss: 0.2862, Valid Loss: 0.2053
Epoch [148/150], Train Loss: 0.2864, Valid Loss: 0.2096
Epoch [149/150], Train Loss: 0.2872, Valid Loss: 0.2044
Epoch [150/150], Train Loss: 0.2839, Valid Loss: 0.2078






Epoch [1/200], Train Loss: 0.8054, Valid Loss: 0.8038
Epoch [2/200], Train Loss: 0.8053, Valid Loss: 0.8037
Epoch [3/200], Train Loss: 0.8051, Valid Loss: 0.8036
Epoch [4/200], Train Loss: 0.8050, Valid Loss: 0.8034
Epoch [5/200], Train Loss: 0.8048, Valid Loss: 0.8032
Epoch [6/200], Train Loss: 0.8045, Valid Loss: 0.8028
Epoch [7/200], Train Loss: 0.8040, Valid Loss: 0.8021
Epoch [8/200], Train Loss: 0.8029, Valid Loss: 0.8004
Epoch [9/200], Train Loss: 0.8004, Valid Loss: 0.7969
Epoch [10/200], Train Loss: 0.7959, Valid Loss: 0.7908
Epoch [11/200], Train Loss: 0.7886, Valid Loss: 0.7820
Epoch [12/200], Train Loss: 0.7791, Valid Loss: 0.7712
Epoch [13/200], Train Loss: 0.7685, Valid Loss: 0.7612
Epoch [14/200], Train Loss: 0.7598, Valid Loss: 0.7535
Epoch [15/200], Train Loss: 0.7537, Valid Loss: 0.7488
Epoch [16/200], Train Loss: 0.7496, Valid Loss: 0.7450
Epoch [17/200], Train Loss: 0.7459, Valid Loss: 0.7409
Epoch [18/200], Train Loss: 0.7413, Valid Loss: 0.7351
Epoch [19/200], Train Loss: 0.7353, Valid Loss: 0.7279
Epoch [20/200], Train Loss: 0.7296, Valid Loss: 0.7223
Epoch [21/200], Train Loss: 0.7253, Valid Loss: 0.7179
Epoch [22/200], Train Loss: 0.7218, Valid Loss: 0.7141
Epoch [23/200], Train Loss: 0.7192, Valid Loss: 0.7115
Epoch [24/200], Train Loss: 0.7170, Valid Loss: 0.7089
Epoch [25/200], Train Loss: 0.7150, Valid Loss: 0.7070
Epoch [26/200], Train Loss: 0.7135, Valid Loss: 0.7055
Epoch [27/200], Train Loss: 0.7121, Valid Loss: 0.7035
Epoch [28/200], Train Loss: 0.7108, Valid Loss: 0.7027
Epoch [29/200], Train Loss: 0.7097, Valid Loss: 0.7011
Epoch [30/200], Train Loss: 0.7088, Valid Loss: 0.6999
Epoch [31/200], Train Loss: 0.7076, Valid Loss: 0.6986
Epoch [32/200], Train Loss: 0.7066, Valid Loss: 0.6976
Epoch [33/200], Train Loss: 0.7057, Valid Loss: 0.6962
Epoch [34/200], Train Loss: 0.7047, Valid Loss: 0.6953
Epoch [35/200], Train Loss: 0.7038, Valid Loss: 0.6940
Epoch [36/200], Train Loss: 0.7029, Valid Loss: 0.6931
Epoch [37/200], Train Loss: 0.7020, Valid Loss: 0.6922
Epoch [38/200], Train Loss: 0.7008, Valid Loss: 0.6905
Epoch [39/200], Train Loss: 0.6998, Valid Loss: 0.6897
Epoch [40/200], Train Loss: 0.6987, Valid Loss: 0.6879
Epoch [41/200], Train Loss: 0.6974, Valid Loss: 0.6868
Epoch [42/200], Train Loss: 0.6962, Valid Loss: 0.6849
Epoch [43/200], Train Loss: 0.6946, Valid Loss: 0.6831
Epoch [44/200], Train Loss: 0.6929, Valid Loss: 0.6813
Epoch [45/200], Train Loss: 0.6908, Valid Loss: 0.6786
Epoch [46/200], Train Loss: 0.6891, Valid Loss: 0.6765
Epoch [47/200], Train Loss: 0.6862, Valid Loss: 0.6727
Epoch [48/200], Train Loss: 0.6832, Valid Loss: 0.6696
Epoch [49/200], Train Loss: 0.6798, Valid Loss: 0.6650
Epoch [50/200], Train Loss: 0.6757, Valid Loss: 0.6596
Epoch [51/200], Train Loss: 0.6705, Valid Loss: 0.6533
Epoch [52/200], Train Loss: 0.6643, Valid Loss: 0.6455
Epoch [53/200], Train Loss: 0.6565, Valid Loss: 0.6355
Epoch [54/200], Train Loss: 0.6467, Valid Loss: 0.6241
Epoch [55/200], Train Loss: 0.6352, Valid Loss: 0.6089
Epoch [56/200], Train Loss: 0.6206, Valid Loss: 0.5878
Epoch [57/200], Train Loss: 0.6047, Valid Loss: 0.5696
Epoch [58/200], Train Loss: 0.5863, Valid Loss: 0.5494
Epoch [59/200], Train Loss: 0.5683, Valid Loss: 0.5270
Epoch [60/200], Train Loss: 0.5529, Valid Loss: 0.5137
Epoch [61/200], Train Loss: 0.5391, Valid Loss: 0.4931
Epoch [62/200], Train Loss: 0.5264, Valid Loss: 0.4841
Epoch [63/200], Train Loss: 0.5166, Valid Loss: 0.4749
Epoch [64/200], Train Loss: 0.5053, Valid Loss: 0.4564
Epoch [65/200], Train Loss: 0.4996, Valid Loss: 0.4620
Epoch [66/200], Train Loss: 0.4907, Valid Loss: 0.4398
Epoch [67/200], Train Loss: 0.4818, Valid Loss: 0.4317
Epoch [68/200], Train Loss: 0.4755, Valid Loss: 0.4268
Epoch [69/200], Train Loss: 0.4698, Valid Loss: 0.4215
Epoch [70/200], Train Loss: 0.4637, Valid Loss: 0.4079
Epoch [71/200], Train Loss: 0.4574, Valid Loss: 0.4046
Epoch [72/200], Train Loss: 0.4532, Valid Loss: 0.4026
Epoch [73/200], Train Loss: 0.4481, Valid Loss: 0.3940
Epoch [74/200], Train Loss: 0.4423, Valid Loss: 0.3871
Epoch [75/200], Train Loss: 0.4393, Valid Loss: 0.3933
Epoch [76/200], Train Loss: 0.4370, Valid Loss: 0.3907
Epoch [77/200], Train Loss: 0.4315, Valid Loss: 0.3777
Epoch [78/200], Train Loss: 0.4266, Valid Loss: 0.3709
Epoch [79/200], Train Loss: 0.4221, Valid Loss: 0.3697
Epoch [80/200], Train Loss: 0.4184, Valid Loss: 0.3601
Epoch [81/200], Train Loss: 0.4147, Valid Loss: 0.3574
Epoch [82/200], Train Loss: 0.4114, Valid Loss: 0.3602
Epoch [83/200], Train Loss: 0.4078, Valid Loss: 0.3517
Epoch [84/200], Train Loss: 0.4032, Valid Loss: 0.3494
Epoch [85/200], Train Loss: 0.4010, Valid Loss: 0.3433
Epoch [86/200], Train Loss: 0.4007, Valid Loss: 0.3400
Epoch [87/200], Train Loss: 0.3942, Valid Loss: 0.3471
Epoch [88/200], Train Loss: 0.3917, Valid Loss: 0.3406
Epoch [89/200], Train Loss: 0.3877, Valid Loss: 0.3316
Epoch [90/200], Train Loss: 0.3837, Valid Loss: 0.3374
Epoch [91/200], Train Loss: 0.3835, Valid Loss: 0.3260
Epoch [92/200], Train Loss: 0.3790, Valid Loss: 0.3258
Epoch [93/200], Train Loss: 0.3779, Valid Loss: 0.3255
Epoch [94/200], Train Loss: 0.3736, Valid Loss: 0.3225
Epoch [95/200], Train Loss: 0.3709, Valid Loss: 0.3178
Epoch [96/200], Train Loss: 0.3680, Valid Loss: 0.3152
Epoch [97/200], Train Loss: 0.3665, Valid Loss: 0.3115
Epoch [98/200], Train Loss: 0.3653, Valid Loss: 0.3097
Epoch [99/200], Train Loss: 0.3609, Valid Loss: 0.3085
Epoch [100/200], Train Loss: 0.3599, Valid Loss: 0.3043
Epoch [101/200], Train Loss: 0.3566, Valid Loss: 0.3132
Epoch [102/200], Train Loss: 0.3543, Valid Loss: 0.3016
Epoch [103/200], Train Loss: 0.3507, Valid Loss: 0.2998
Epoch [104/200], Train Loss: 0.3512, Valid Loss: 0.2961
Epoch [105/200], Train Loss: 0.3489, Valid Loss: 0.2966
Epoch [106/200], Train Loss: 0.3434, Valid Loss: 0.2921
Epoch [107/200], Train Loss: 0.3427, Valid Loss: 0.2910
Epoch [108/200], Train Loss: 0.3410, Valid Loss: 0.2888
Epoch [109/200], Train Loss: 0.3390, Valid Loss: 0.2950
Epoch [110/200], Train Loss: 0.3370, Valid Loss: 0.2853
Epoch [111/200], Train Loss: 0.3333, Valid Loss: 0.2834
Epoch [112/200], Train Loss: 0.3320, Valid Loss: 0.2852
Epoch [113/200], Train Loss: 0.3295, Valid Loss: 0.2801
Epoch [114/200], Train Loss: 0.3278, Valid Loss: 0.2806
Epoch [115/200], Train Loss: 0.3269, Valid Loss: 0.2761
Epoch [116/200], Train Loss: 0.3260, Valid Loss: 0.2749
Epoch [117/200], Train Loss: 0.3217, Valid Loss: 0.2740
Epoch [118/200], Train Loss: 0.3218, Valid Loss: 0.2748
Epoch [119/200], Train Loss: 0.3219, Valid Loss: 0.2717
Epoch [120/200], Train Loss: 0.3182, Valid Loss: 0.2760
Epoch [121/200], Train Loss: 0.3130, Valid Loss: 0.2667
Epoch [122/200], Train Loss: 0.3148, Valid Loss: 0.2691
Epoch [123/200], Train Loss: 0.3106, Valid Loss: 0.2639
Epoch [124/200], Train Loss: 0.3104, Valid Loss: 0.2685
Epoch [125/200], Train Loss: 0.3083, Valid Loss: 0.2647
Epoch [126/200], Train Loss: 0.3066, Valid Loss: 0.2608
Epoch [127/200], Train Loss: 0.3048, Valid Loss: 0.2618
Epoch [128/200], Train Loss: 0.3033, Valid Loss: 0.2574
Epoch [129/200], Train Loss: 0.3015, Valid Loss: 0.2615
Epoch [130/200], Train Loss: 0.2998, Valid Loss: 0.2551
Epoch [131/200], Train Loss: 0.2985, Valid Loss: 0.2617
Epoch [132/200], Train Loss: 0.2993, Valid Loss: 0.2529
Epoch [133/200], Train Loss: 0.2961, Valid Loss: 0.2554
Epoch [134/200], Train Loss: 0.2956, Valid Loss: 0.2514
Epoch [135/200], Train Loss: 0.2929, Valid Loss: 0.2493
Epoch [136/200], Train Loss: 0.2912, Valid Loss: 0.2519
Epoch [137/200], Train Loss: 0.2930, Valid Loss: 0.2471
Epoch [138/200], Train Loss: 0.2899, Valid Loss: 0.2479
Epoch [139/200], Train Loss: 0.2889, Valid Loss: 0.2441
Epoch [140/200], Train Loss: 0.2883, Valid Loss: 0.2432
Epoch [141/200], Train Loss: 0.2855, Valid Loss: 0.2452
Epoch [142/200], Train Loss: 0.2845, Valid Loss: 0.2416
Epoch [143/200], Train Loss: 0.2833, Valid Loss: 0.2473
Epoch [144/200], Train Loss: 0.2867, Valid Loss: 0.2464
Epoch [145/200], Train Loss: 0.2818, Valid Loss: 0.2398
Epoch [146/200], Train Loss: 0.2823, Valid Loss: 0.2415
Epoch [147/200], Train Loss: 0.2783, Valid Loss: 0.2374
Epoch [148/200], Train Loss: 0.2784, Valid Loss: 0.2393
Epoch [149/200], Train Loss: 0.2771, Valid Loss: 0.2354
Epoch [150/200], Train Loss: 0.2751, Valid Loss: 0.2397
Epoch [151/200], Train Loss: 0.2746, Valid Loss: 0.2364
Epoch [152/200], Train Loss: 0.2736, Valid Loss: 0.2369
Epoch [153/200], Train Loss: 0.2728, Valid Loss: 0.2352
Epoch [154/200], Train Loss: 0.2721, Valid Loss: 0.2368
Epoch [155/200], Train Loss: 0.2720, Valid Loss: 0.2330
Epoch [156/200], Train Loss: 0.2704, Valid Loss: 0.2296
Epoch [157/200], Train Loss: 0.2699, Valid Loss: 0.2290
Epoch [158/200], Train Loss: 0.2747, Valid Loss: 0.2288
