Epoch [1/200], Train Loss: 0.6882, Train Accuracy: 0.5000, Valid Loss: 0.7335, Valid Accuracy: 0.2097
Epoch [85/200], Train Loss: 0.3721, Train Accuracy: 0.9235, Valid Loss: 0.5477, Valid Accuracy: 0.7419
Epoch [86/200], Train Loss: 0.3685, Train Accuracy: 0.9260, Valid Loss: 0.5370, Valid Accuracy: 0.7581
Epoch [87/200], Train Loss: 0.3694, Train Accuracy: 0.9235, Valid Loss: 0.5442, Valid Accuracy: 0.7419
Epoch [88/200], Train Loss: 0.3628, Train Accuracy: 0.9184, Valid Loss: 0.5506, Valid Accuracy: 0.7419
Epoch [89/200], Train Loss: 0.3616, Train Accuracy: 0.9286, Valid Loss: 0.5344, Valid Accuracy: 0.7581
Epoch [90/200], Train Loss: 0.3601, Train Accuracy: 0.9158, Valid Loss: 0.5241, Valid Accuracy: 0.8065
Epoch [91/200], Train Loss: 0.3570, Train Accuracy: 0.9209, Valid Loss: 0.5200, Valid Accuracy: 0.8065
Epoch [92/200], Train Loss: 0.3560, Train Accuracy: 0.9235, Valid Loss: 0.5460, Valid Accuracy: 0.7419
Epoch [93/200], Train Loss: 0.3551, Train Accuracy: 0.9031, Valid Loss: 0.5141, Valid Accuracy: 0.8226
Epoch [94/200], Train Loss: 0.3508, Train Accuracy: 0.9362, Valid Loss: 0.5374, Valid Accuracy: 0.7581
Epoch [95/200], Train Loss: 0.3481, Train Accuracy: 0.9260, Valid Loss: 0.5215, Valid Accuracy: 0.8065
Epoch [96/200], Train Loss: 0.3480, Train Accuracy: 0.9337, Valid Loss: 0.5406, Valid Accuracy: 0.7419
Epoch [97/200], Train Loss: 0.3447, Train Accuracy: 0.9337, Valid Loss: 0.5216, Valid Accuracy: 0.8065
Epoch [98/200], Train Loss: 0.3445, Train Accuracy: 0.9362, Valid Loss: 0.5273, Valid Accuracy: 0.7742
Epoch [99/200], Train Loss: 0.3391, Train Accuracy: 0.9362, Valid Loss: 0.5281, Valid Accuracy: 0.7742
Epoch [100/200], Train Loss: 0.3389, Train Accuracy: 0.9362, Valid Loss: 0.5390, Valid Accuracy: 0.7419
Epoch [101/200], Train Loss: 0.3356, Train Accuracy: 0.9388, Valid Loss: 0.5261, Valid Accuracy: 0.7742
Epoch [102/200], Train Loss: 0.3359, Train Accuracy: 0.9413, Valid Loss: 0.5130, Valid Accuracy: 0.8226
Epoch [103/200], Train Loss: 0.3339, Train Accuracy: 0.9388, Valid Loss: 0.5167, Valid Accuracy: 0.7903
Epoch [104/200], Train Loss: 0.3296, Train Accuracy: 0.9362, Valid Loss: 0.5331, Valid Accuracy: 0.7742
Epoch [105/200], Train Loss: 0.3307, Train Accuracy: 0.9362, Valid Loss: 0.5179, Valid Accuracy: 0.7903
Epoch [106/200], Train Loss: 0.3254, Train Accuracy: 0.9413, Valid Loss: 0.5124, Valid Accuracy: 0.8065
Epoch [107/200], Train Loss: 0.3254, Train Accuracy: 0.9362, Valid Loss: 0.5404, Valid Accuracy: 0.7258
Epoch [108/200], Train Loss: 0.3280, Train Accuracy: 0.9388, Valid Loss: 0.4995, Valid Accuracy: 0.8226
Epoch [109/200], Train Loss: 0.3224, Train Accuracy: 0.9413, Valid Loss: 0.5285, Valid Accuracy: 0.7742
Epoch [110/200], Train Loss: 0.3171, Train Accuracy: 0.9413, Valid Loss: 0.5195, Valid Accuracy: 0.7742
Epoch [111/200], Train Loss: 0.3180, Train Accuracy: 0.9362, Valid Loss: 0.5165, Valid Accuracy: 0.7742
Epoch [112/200], Train Loss: 0.3149, Train Accuracy: 0.9413, Valid Loss: 0.5213, Valid Accuracy: 0.7581
Epoch [113/200], Train Loss: 0.3111, Train Accuracy: 0.9413, Valid Loss: 0.5183, Valid Accuracy: 0.7742
Epoch [114/200], Train Loss: 0.3116, Train Accuracy: 0.9413, Valid Loss: 0.5215, Valid Accuracy: 0.7581
Epoch [115/200], Train Loss: 0.3079, Train Accuracy: 0.9413, Valid Loss: 0.5192, Valid Accuracy: 0.7742
Epoch [116/200], Train Loss: 0.3066, Train Accuracy: 0.9464, Valid Loss: 0.5146, Valid Accuracy: 0.7742
Epoch [117/200], Train Loss: 0.3066, Train Accuracy: 0.9439, Valid Loss: 0.5091, Valid Accuracy: 0.8065
Epoch [118/200], Train Loss: 0.3041, Train Accuracy: 0.9413, Valid Loss: 0.5259, Valid Accuracy: 0.7581
Epoch [119/200], Train Loss: 0.3054, Train Accuracy: 0.9413, Valid Loss: 0.5243, Valid Accuracy: 0.7581
Epoch [120/200], Train Loss: 0.3036, Train Accuracy: 0.9643, Valid Loss: 0.4950, Valid Accuracy: 0.8226
Epoch [121/200], Train Loss: 0.3005, Train Accuracy: 0.9490, Valid Loss: 0.5295, Valid Accuracy: 0.7742
Epoch [122/200], Train Loss: 0.2992, Train Accuracy: 0.9592, Valid Loss: 0.5001, Valid Accuracy: 0.8226
Epoch [123/200], Train Loss: 0.2997, Train Accuracy: 0.9439, Valid Loss: 0.5217, Valid Accuracy: 0.7581
Epoch [124/200], Train Loss: 0.2948, Train Accuracy: 0.9515, Valid Loss: 0.5115, Valid Accuracy: 0.7742
Epoch [125/200], Train Loss: 0.2951, Train Accuracy: 0.9592, Valid Loss: 0.5070, Valid Accuracy: 0.8065
Epoch [126/200], Train Loss: 0.2886, Train Accuracy: 0.9464, Valid Loss: 0.5205, Valid Accuracy: 0.7581
Epoch [127/200], Train Loss: 0.2870, Train Accuracy: 0.9566, Valid Loss: 0.5092, Valid Accuracy: 0.7742
Epoch [128/200], Train Loss: 0.2890, Train Accuracy: 0.9592, Valid Loss: 0.5080, Valid Accuracy: 0.8065
Epoch [129/200], Train Loss: 0.2862, Train Accuracy: 0.9490, Valid Loss: 0.5356, Valid Accuracy: 0.7581
Epoch [130/200], Train Loss: 0.2835, Train Accuracy: 0.9566, Valid Loss: 0.5030, Valid Accuracy: 0.8065
Epoch [131/200], Train Loss: 0.2805, Train Accuracy: 0.9592, Valid Loss: 0.5061, Valid Accuracy: 0.8065
Epoch [132/200], Train Loss: 0.2795, Train Accuracy: 0.9541, Valid Loss: 0.5144, Valid Accuracy: 0.7581
Epoch [133/200], Train Loss: 0.2794, Train Accuracy: 0.9490, Valid Loss: 0.5172, Valid Accuracy: 0.7581
Epoch [134/200], Train Loss: 0.2815, Train Accuracy: 0.9643, Valid Loss: 0.4956, Valid Accuracy: 0.8226
Epoch [135/200], Train Loss: 0.2766, Train Accuracy: 0.9515, Valid Loss: 0.5270, Valid Accuracy: 0.7581
Epoch [136/200], Train Loss: 0.2767, Train Accuracy: 0.9592, Valid Loss: 0.4967, Valid Accuracy: 0.8226
Epoch [137/200], Train Loss: 0.2707, Train Accuracy: 0.9592, Valid Loss: 0.5177, Valid Accuracy: 0.7581
Epoch [138/200], Train Loss: 0.2734, Train Accuracy: 0.9668, Valid Loss: 0.4958, Valid Accuracy: 0.8226
Epoch [139/200], Train Loss: 0.2682, Train Accuracy: 0.9617, Valid Loss: 0.5173, Valid Accuracy: 0.7581
Epoch [140/200], Train Loss: 0.2674, Train Accuracy: 0.9592, Valid Loss: 0.5193, Valid Accuracy: 0.7581
Epoch [141/200], Train Loss: 0.2647, Train Accuracy: 0.9566, Valid Loss: 0.5122, Valid Accuracy: 0.7581
Epoch [142/200], Train Loss: 0.2653, Train Accuracy: 0.9668, Valid Loss: 0.5041, Valid Accuracy: 0.8065
Epoch [143/200], Train Loss: 0.2647, Train Accuracy: 0.9643, Valid Loss: 0.5135, Valid Accuracy: 0.7581
Epoch [144/200], Train Loss: 0.2614, Train Accuracy: 0.9668, Valid Loss: 0.5023, Valid Accuracy: 0.8065
Epoch [145/200], Train Loss: 0.2589, Train Accuracy: 0.9617, Valid Loss: 0.5108, Valid Accuracy: 0.7581
Epoch [146/200], Train Loss: 0.2575, Train Accuracy: 0.9668, Valid Loss: 0.5024, Valid Accuracy: 0.8065
Epoch [147/200], Train Loss: 0.2621, Train Accuracy: 0.9515, Valid Loss: 0.5339, Valid Accuracy: 0.7258
Epoch [148/200], Train Loss: 0.2571, Train Accuracy: 0.9719, Valid Loss: 0.5032, Valid Accuracy: 0.8065
Epoch [149/200], Train Loss: 0.2529, Train Accuracy: 0.9694, Valid Loss: 0.5050, Valid Accuracy: 0.7903
Epoch [150/200], Train Loss: 0.2558, Train Accuracy: 0.9617, Valid Loss: 0.5248, Valid Accuracy: 0.7419
Epoch [151/200], Train Loss: 0.2500, Train Accuracy: 0.9745, Valid Loss: 0.5095, Valid Accuracy: 0.7581
Epoch [152/200], Train Loss: 0.2502, Train Accuracy: 0.9643, Valid Loss: 0.5223, Valid Accuracy: 0.7581
Epoch [153/200], Train Loss: 0.2473, Train Accuracy: 0.9745, Valid Loss: 0.5104, Valid Accuracy: 0.7581
Epoch [154/200], Train Loss: 0.2465, Train Accuracy: 0.9668, Valid Loss: 0.5072, Valid Accuracy: 0.7742
Epoch [155/200], Train Loss: 0.2454, Train Accuracy: 0.9719, Valid Loss: 0.5027, Valid Accuracy: 0.8065
Epoch [156/200], Train Loss: 0.2450, Train Accuracy: 0.9668, Valid Loss: 0.5205, Valid Accuracy: 0.7581
Epoch [157/200], Train Loss: 0.2413, Train Accuracy: 0.9719, Valid Loss: 0.5016, Valid Accuracy: 0.8065
Epoch [158/200], Train Loss: 0.2399, Train Accuracy: 0.9719, Valid Loss: 0.5132, Valid Accuracy: 0.7581
Epoch [159/200], Train Loss: 0.2384, Train Accuracy: 0.9745, Valid Loss: 0.4984, Valid Accuracy: 0.8065
Epoch [160/200], Train Loss: 0.2355, Train Accuracy: 0.9770, Valid Loss: 0.5092, Valid Accuracy: 0.7581
Epoch [161/200], Train Loss: 0.2355, Train Accuracy: 0.9770, Valid Loss: 0.5094, Valid Accuracy: 0.7581
Epoch [162/200], Train Loss: 0.2359, Train Accuracy: 0.9745, Valid Loss: 0.4978, Valid Accuracy: 0.8065
Epoch [163/200], Train Loss: 0.2358, Train Accuracy: 0.9668, Valid Loss: 0.5208, Valid Accuracy: 0.7581
Epoch [164/200], Train Loss: 0.2313, Train Accuracy: 0.9745, Valid Loss: 0.5006, Valid Accuracy: 0.8065
Epoch [165/200], Train Loss: 0.2353, Train Accuracy: 0.9694, Valid Loss: 0.5182, Valid Accuracy: 0.7581
Epoch [166/200], Train Loss: 0.2320, Train Accuracy: 0.9719, Valid Loss: 0.5180, Valid Accuracy: 0.7581
Epoch [167/200], Train Loss: 0.2286, Train Accuracy: 0.9745, Valid Loss: 0.4983, Valid Accuracy: 0.8065
Epoch [168/200], Train Loss: 0.2271, Train Accuracy: 0.9796, Valid Loss: 0.5063, Valid Accuracy: 0.7742
Epoch [169/200], Train Loss: 0.2253, Train Accuracy: 0.9796, Valid Loss: 0.5101, Valid Accuracy: 0.7581
Epoch [170/200], Train Loss: 0.2256, Train Accuracy: 0.9745, Valid Loss: 0.5016, Valid Accuracy: 0.8065
Epoch [171/200], Train Loss: 0.2226, Train Accuracy: 0.9719, Valid Loss: 0.5197, Valid Accuracy: 0.7581
Epoch [172/200], Train Loss: 0.2247, Train Accuracy: 0.9745, Valid Loss: 0.4961, Valid Accuracy: 0.8065
Epoch [173/200], Train Loss: 0.2227, Train Accuracy: 0.9821, Valid Loss: 0.5020, Valid Accuracy: 0.8065
Epoch [174/200], Train Loss: 0.2190, Train Accuracy: 0.9796, Valid Loss: 0.5062, Valid Accuracy: 0.7903
Epoch [175/200], Train Loss: 0.2211, Train Accuracy: 0.9745, Valid Loss: 0.5172, Valid Accuracy: 0.7581
Epoch [176/200], Train Loss: 0.2171, Train Accuracy: 0.9821, Valid Loss: 0.5031, Valid Accuracy: 0.8065
Epoch [177/200], Train Loss: 0.2152, Train Accuracy: 0.9821, Valid Loss: 0.5042, Valid Accuracy: 0.8065
Epoch [178/200], Train Loss: 0.2164, Train Accuracy: 0.9770, Valid Loss: 0.5161, Valid Accuracy: 0.7581
Epoch [179/200], Train Loss: 0.2139, Train Accuracy: 0.9745, Valid Loss: 0.5195, Valid Accuracy: 0.7581
Epoch [180/200], Train Loss: 0.2107, Train Accuracy: 0.9796, Valid Loss: 0.5091, Valid Accuracy: 0.7581
Epoch [181/200], Train Loss: 0.2114, Train Accuracy: 0.9821, Valid Loss: 0.5057, Valid Accuracy: 0.7903
Epoch [182/200], Train Loss: 0.2102, Train Accuracy: 0.9821, Valid Loss: 0.5007, Valid Accuracy: 0.8065
Epoch [183/200], Train Loss: 0.2082, Train Accuracy: 0.9796, Valid Loss: 0.5157, Valid Accuracy: 0.7581
Epoch [184/200], Train Loss: 0.2097, Train Accuracy: 0.9821, Valid Loss: 0.5084, Valid Accuracy: 0.7742
Epoch [185/200], Train Loss: 0.2122, Train Accuracy: 0.9821, Valid Loss: 0.5077, Valid Accuracy: 0.7742
Epoch [186/200], Train Loss: 0.2044, Train Accuracy: 0.9821, Valid Loss: 0.5094, Valid Accuracy: 0.7742
Epoch [187/200], Train Loss: 0.2051, Train Accuracy: 0.9821, Valid Loss: 0.5075, Valid Accuracy: 0.7742
Epoch [188/200], Train Loss: 0.2026, Train Accuracy: 0.9796, Valid Loss: 0.5156, Valid Accuracy: 0.7581
Epoch [189/200], Train Loss: 0.2019, Train Accuracy: 0.9796, Valid Loss: 0.5140, Valid Accuracy: 0.7581
Epoch [190/200], Train Loss: 0.2019, Train Accuracy: 0.9821, Valid Loss: 0.5024, Valid Accuracy: 0.8065
Epoch [191/200], Train Loss: 0.2004, Train Accuracy: 0.9821, Valid Loss: 0.5080, Valid Accuracy: 0.7742
Epoch [192/200], Train Loss: 0.2000, Train Accuracy: 0.9796, Valid Loss: 0.5199, Valid Accuracy: 0.7581
Epoch [193/200], Train Loss: 0.1972, Train Accuracy: 0.9821, Valid Loss: 0.5087, Valid Accuracy: 0.7742
Epoch [194/200], Train Loss: 0.1994, Train Accuracy: 0.9796, Valid Loss: 0.5202, Valid Accuracy: 0.7581
Epoch [195/200], Train Loss: 0.1944, Train Accuracy: 0.9821, Valid Loss: 0.5068, Valid Accuracy: 0.7903
Epoch [196/200], Train Loss: 0.1950, Train Accuracy: 0.9821, Valid Loss: 0.5037, Valid Accuracy: 0.8065
Epoch [197/200], Train Loss: 0.1914, Train Accuracy: 0.9821, Valid Loss: 0.5133, Valid Accuracy: 0.7581
Epoch [198/200], Train Loss: 0.1923, Train Accuracy: 0.9821, Valid Loss: 0.5052, Valid Accuracy: 0.8065
Epoch [199/200], Train Loss: 0.1917, Train Accuracy: 0.9821, Valid Loss: 0.5114, Valid Accuracy: 0.7581
Epoch [200/200], Train Loss: 0.1899, Train Accuracy: 0.9796, Valid Loss: 0.5180, Valid Accuracy: 0.7581
